Scan,Time,Temperature[°C],Condutivity[mS/cm],Salinity[PSU],Density[kg/m3],Sound Speed[m/s],Conductance[S]
1577,2018-06-15 16:30:13.631426,21.30804,48.35749,34.28355,1023.91,1524.431,10.44288
1578,2018-06-15 16:30:14.654358,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1579,2018-06-15 16:30:15.688419,21.30001,48.35749,34.28997,1023.917,1524.417,10.44288
1580,2018-06-15 16:30:16.703245,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1581,2018-06-15 16:30:17.730325,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1582,2018-06-15 16:30:18.745318,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1583,2018-06-15 16:30:19.759326,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1584,2018-06-15 16:30:20.774321,21.30001,48.35622,34.28896,1023.917,1524.416,10.44261
1585,2018-06-15 16:30:21.788188,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1586,2018-06-15 16:30:22.803099,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1587,2018-06-15 16:30:23.838172,21.30965,48.35749,34.28226,1023.909,1524.434,10.44288
1588,2018-06-15 16:30:24.871102,21.29358,48.3575,34.29512,1023.923,1524.406,10.44288
1589,2018-06-15 16:30:25.891068,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1590,2018-06-15 16:30:26.918042,21.30804,48.35749,34.28355,1023.91,1524.431,10.44288
1591,2018-06-15 16:30:27.952111,21.30001,48.35749,34.28997,1023.917,1524.417,10.44288
1592,2018-06-15 16:30:28.986015,21.30483,48.35622,34.2851,1023.913,1524.425,10.44261
1593,2018-06-15 16:30:30.020006,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1594,2018-06-15 16:30:31.053958,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1595,2018-06-15 16:30:32.086850,21.29841,48.35749,34.29125,1023.919,1524.414,10.44288
1596,2018-06-15 16:30:33.120899,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1597,2018-06-15 16:30:34.135875,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1598,2018-06-15 16:30:35.168894,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1599,2018-06-15 16:30:36.181845,21.29358,48.3575,34.29512,1023.923,1524.406,10.44288
1600,2018-06-15 16:30:37.195790,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1601,2018-06-15 16:30:38.210836,21.30323,48.35622,34.28639,1023.914,1524.422,10.44261
1602,2018-06-15 16:30:39.242767,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1603,2018-06-15 16:30:40.257723,21.30804,48.35621,34.28253,1023.91,1524.43,10.4426
1604,2018-06-15 16:30:41.291746,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1605,2018-06-15 16:30:42.314645,21.30001,48.35749,34.28997,1023.917,1524.417,10.44288
1606,2018-06-15 16:30:43.348692,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1607,2018-06-15 16:30:44.382620,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1608,2018-06-15 16:30:45.396595,21.30001,48.35749,34.28997,1023.917,1524.417,10.44288
1609,2018-06-15 16:30:46.412516,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1610,2018-06-15 16:30:47.439519,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1611,2018-06-15 16:30:48.472481,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1612,2018-06-15 16:30:49.486486,21.30162,48.35622,34.28767,1023.915,1524.419,10.44261
1613,2018-06-15 16:30:50.520503,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1614,2018-06-15 16:30:51.554420,21.30804,48.35749,34.28355,1023.91,1524.431,10.44288
1615,2018-06-15 16:30:52.582418,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1616,2018-06-15 16:30:53.596408,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1617,2018-06-15 16:30:54.632429,21.30804,48.35749,34.28355,1023.91,1524.431,10.44288
1618,2018-06-15 16:30:55.666368,21.29197,48.35622,34.29539,1023.924,1524.401,10.44261
1619,2018-06-15 16:30:56.699377,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1620,2018-06-15 16:30:57.734359,21.30001,48.35622,34.28896,1023.917,1524.416,10.44261
1621,2018-06-15 16:30:58.768325,21.29841,48.35622,34.29025,1023.918,1524.413,10.44261
1622,2018-06-15 16:30:59.801244,21.29841,48.35749,34.29125,1023.919,1524.414,10.44288
1623,2018-06-15 16:31:00.816151,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1624,2018-06-15 16:31:01.831158,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1625,2018-06-15 16:31:02.858118,21.30804,48.35749,34.28355,1023.91,1524.431,10.44288
1626,2018-06-15 16:31:03.880994,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1627,2018-06-15 16:31:04.891072,21.2968,48.35749,34.29255,1023.92,1524.411,10.44288
1628,2018-06-15 16:31:05.926052,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1629,2018-06-15 16:31:06.940036,21.30323,48.35622,34.28639,1023.914,1524.422,10.44261
1630,2018-06-15 16:31:07.953996,21.30483,48.35622,34.2851,1023.913,1524.425,10.44261
1631,2018-06-15 16:31:08.981046,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1632,2018-06-15 16:31:09.996071,21.29841,48.35749,34.29125,1023.919,1524.414,10.44288
1633,2018-06-15 16:31:11.029990,21.30804,48.35749,34.28355,1023.91,1524.431,10.44288
1634,2018-06-15 16:31:12.063997,21.30804,48.35621,34.28253,1023.91,1524.43,10.4426
1635,2018-06-15 16:31:13.097997,21.30483,48.35622,34.2851,1023.913,1524.425,10.44261
1636,2018-06-15 16:31:14.131842,21.30001,48.35622,34.28896,1023.917,1524.416,10.44261
1637,2018-06-15 16:31:15.142895,21.30965,48.35749,34.28226,1023.909,1524.434,10.44288
1638,2018-06-15 16:31:16.176823,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1639,2018-06-15 16:31:17.209789,21.29519,48.3575,34.29384,1023.922,1524.409,10.44288
1640,2018-06-15 16:31:18.243664,21.30323,48.35622,34.28639,1023.914,1524.422,10.44261
1641,2018-06-15 16:31:19.254767,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1642,2018-06-15 16:31:20.287750,21.30965,48.35749,34.28226,1023.909,1524.434,10.44288
1643,2018-06-15 16:31:21.322703,21.29841,48.35749,34.29125,1023.919,1524.414,10.44288
1644,2018-06-15 16:31:22.357740,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1645,2018-06-15 16:31:23.390754,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1646,2018-06-15 16:31:24.405645,21.30001,48.35749,34.28997,1023.917,1524.417,10.44288
1647,2018-06-15 16:31:25.420554,21.29519,48.3575,34.29384,1023.922,1524.409,10.44288
1648,2018-06-15 16:31:26.431629,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1649,2018-06-15 16:31:27.446618,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1650,2018-06-15 16:31:28.461477,21.30804,48.35749,34.28355,1023.91,1524.431,10.44288
1651,2018-06-15 16:31:29.494476,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1652,2018-06-15 16:31:30.528440,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1653,2018-06-15 16:31:31.556411,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1654,2018-06-15 16:31:32.566355,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1655,2018-06-15 16:31:33.601267,21.29841,48.35749,34.29125,1023.919,1524.414,10.44288
1656,2018-06-15 16:31:34.636304,21.31126,48.35749,34.28097,1023.908,1524.437,10.44288
1657,2018-06-15 16:31:35.663281,21.31447,48.35749,34.2784,1023.905,1524.443,10.44288
1658,2018-06-15 16:31:36.698359,21.30162,48.35622,34.28767,1023.915,1524.419,10.44261
1659,2018-06-15 16:31:37.712313,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1660,2018-06-15 16:31:38.727312,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1661,2018-06-15 16:31:39.742318,21.30804,48.35749,34.28355,1023.91,1524.431,10.44288
1662,2018-06-15 16:31:40.775313,21.30001,48.35749,34.28997,1023.917,1524.417,10.44288
1663,2018-06-15 16:31:41.809174,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1664,2018-06-15 16:31:42.844164,21.31126,48.35749,34.28097,1023.908,1524.437,10.44288
1665,2018-06-15 16:31:43.858185,21.30965,48.35749,34.28226,1023.909,1524.434,10.44288
1666,2018-06-15 16:31:44.892145,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1667,2018-06-15 16:31:45.926176,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1668,2018-06-15 16:31:46.961120,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1669,2018-06-15 16:31:47.975030,21.30323,48.35749,34.2874,1023.915,1524.423,10.44288
1670,2018-06-15 16:31:48.990025,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1671,2018-06-15 16:31:50.005014,21.30001,48.35749,34.28997,1023.917,1524.417,10.44288
1672,2018-06-15 16:31:51.020024,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1673,2018-06-15 16:31:52.034907,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1674,2018-06-15 16:31:53.049979,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1675,2018-06-15 16:31:54.076919,21.29841,48.35749,34.29125,1023.919,1524.414,10.44288
1676,2018-06-15 16:31:55.091909,21.30001,48.35749,34.28997,1023.917,1524.417,10.44288
1677,2018-06-15 16:31:56.125823,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1678,2018-06-15 16:31:57.160887,21.30965,48.35749,34.28226,1023.909,1524.434,10.44288
1679,2018-06-15 16:31:58.195818,21.31126,48.35749,34.28097,1023.908,1524.437,10.44288
1680,2018-06-15 16:31:59.230849,21.30162,48.35877,34.2897,1023.917,1524.421,10.44316
1681,2018-06-15 16:32:00.264766,21.29841,48.35749,34.29125,1023.919,1524.414,10.44288
1682,2018-06-15 16:32:01.300595,21.31126,48.35749,34.28097,1023.908,1524.437,10.44288
1683,2018-06-15 16:32:02.311622,21.30644,48.35749,34.28483,1023.912,1524.429,10.44288
1684,2018-06-15 16:32:03.321569,21.30965,48.35749,34.28226,1023.909,1524.434,10.44288
1685,2018-06-15 16:32:04.333541,21.30965,48.35749,34.28226,1023.909,1524.434,10.44288
1686,2018-06-15 16:32:05.344644,21.30001,48.35877,34.29099,1023.918,1524.418,10.44316
1687,2018-06-15 16:32:06.378520,21.30162,48.35749,34.28868,1023.916,1524.42,10.44288
1688,2018-06-15 16:32:07.389577,21.29841,48.35749,34.29125,1023.919,1524.414,10.44288
1689,2018-06-15 16:32:08.423628,21.30483,48.35877,34.28713,1023.914,1524.427,10.44316
1690,2018-06-15 16:32:09.457534,21.2968,48.35749,34.29255,1023.92,1524.411,10.44288
1691,2018-06-15 16:32:10.490517,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1692,2018-06-15 16:32:11.523558,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1693,2018-06-15 16:32:12.557420,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1694,2018-06-15 16:32:13.590489,21.30965,48.35877,34.28327,1023.91,1524.436,10.44316
1695,2018-06-15 16:32:14.623381,21.30483,48.35877,34.28713,1023.914,1524.427,10.44316
1696,2018-06-15 16:32:15.647366,21.30323,48.35877,34.28842,1023.916,1524.424,10.44316
1697,2018-06-15 16:32:16.661319,21.31126,48.35749,34.28097,1023.908,1524.437,10.44288
1698,2018-06-15 16:32:17.676274,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1699,2018-06-15 16:32:18.709354,21.30483,48.35877,34.28713,1023.914,1524.427,10.44316
1700,2018-06-15 16:32:19.724312,21.30323,48.35877,34.28842,1023.916,1524.424,10.44316
1701,2018-06-15 16:32:20.759222,21.30804,48.35877,34.28456,1023.911,1524.433,10.44316
1702,2018-06-15 16:32:21.770064,21.30483,48.35877,34.28713,1023.914,1524.427,10.44316
1703,2018-06-15 16:32:22.780105,21.30965,48.35877,34.28327,1023.91,1524.436,10.44316
1704,2018-06-15 16:32:23.791075,21.31126,48.35749,34.28097,1023.908,1524.437,10.44288
1705,2018-06-15 16:32:24.802119,21.31126,48.36004,34.283,1023.909,1524.439,10.44343
1706,2018-06-15 16:32:25.836119,21.30483,48.35749,34.28611,1023.913,1524.426,10.44288
1707,2018-06-15 16:32:26.870111,21.31126,48.35876,34.28197,1023.908,1524.438,10.44315
1708,2018-06-15 16:32:27.903135,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1709,2018-06-15 16:32:28.936001,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1710,2018-06-15 16:32:29.970085,21.30323,48.35877,34.28842,1023.916,1524.424,10.44316
1711,2018-06-15 16:32:31.002992,21.30804,48.35877,34.28456,1023.911,1524.433,10.44316
1712,2018-06-15 16:32:32.036974,21.30483,48.35877,34.28713,1023.914,1524.427,10.44316
1713,2018-06-15 16:32:33.070975,21.31287,48.35876,34.28069,1023.907,1524.441,10.44315
1714,2018-06-15 16:32:34.096886,21.30804,48.35877,34.28456,1023.911,1524.433,10.44316
1715,2018-06-15 16:32:35.128870,21.29841,48.35877,34.29227,1023.92,1524.415,10.44316
1716,2018-06-15 16:32:36.143865,21.30323,48.36004,34.28942,1023.916,1524.425,10.44343
1717,2018-06-15 16:32:37.178889,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1718,2018-06-15 16:32:38.213845,21.30644,48.35877,34.28585,1023.913,1524.43,10.44316
1719,2018-06-15 16:32:39.249769,21.29841,48.35877,34.29227,1023.92,1524.415,10.44316
1720,2018-06-15 16:32:40.283782,21.30804,48.35877,34.28456,1023.911,1524.433,10.44316
1721,2018-06-15 16:32:41.317747,21.30162,48.35877,34.2897,1023.917,1524.421,10.44316
1722,2018-06-15 16:32:42.352749,21.31287,48.35876,34.28069,1023.907,1524.441,10.44315
1723,2018-06-15 16:32:43.375663,21.30323,48.35877,34.28842,1023.916,1524.424,10.44316
1724,2018-06-15 16:32:44.403673,21.30965,48.36004,34.28428,1023.911,1524.437,10.44343
1725,2018-06-15 16:32:45.417644,21.30162,48.35877,34.2897,1023.917,1524.421,10.44316
1726,2018-06-15 16:32:46.432540,21.30483,48.35877,34.28713,1023.914,1524.427,10.44316
1727,2018-06-15 16:32:47.443544,21.30804,48.35877,34.28456,1023.911,1524.433,10.44316
1728,2018-06-15 16:32:48.454578,21.30965,48.36004,34.28428,1023.911,1524.437,10.44343
1729,2018-06-15 16:32:49.487478,21.30162,48.35877,34.2897,1023.917,1524.421,10.44316
1730,2018-06-15 16:32:50.498564,21.30323,48.35877,34.28842,1023.916,1524.424,10.44316
1731,2018-06-15 16:32:51.532364,21.30644,48.36004,34.28686,1023.913,1524.431,10.44343
1732,2018-06-15 16:32:52.543441,21.31126,48.35876,34.28197,1023.908,1524.438,10.44315
1733,2018-06-15 16:32:53.558392,21.31287,48.36004,34.2817,1023.908,1524.442,10.44343
1734,2018-06-15 16:32:54.573365,21.30804,48.36004,34.28557,1023.912,1524.434,10.44343
1735,2018-06-15 16:32:55.607428,21.30644,48.36004,34.28686,1023.913,1524.431,10.44343
1736,2018-06-15 16:32:56.622188,21.30483,48.35877,34.28713,1023.914,1524.427,10.44316
1737,2018-06-15 16:32:57.633388,21.30323,48.36004,34.28942,1023.916,1524.425,10.44343
1738,2018-06-15 16:32:58.647299,21.30804,48.35877,34.28456,1023.911,1524.433,10.44316
1739,2018-06-15 16:32:59.662240,21.31287,48.36004,34.2817,1023.908,1524.442,10.44343
1740,2018-06-15 16:33:00.677238,21.30162,48.36004,34.29071,1023.918,1524.422,10.44343
1741,2018-06-15 16:33:01.691327,21.31447,48.36004,34.28043,1023.906,1524.445,10.44343
1742,2018-06-15 16:33:02.706161,21.30644,48.36004,34.28686,1023.913,1524.431,10.44343
1743,2018-06-15 16:33:03.721186,21.30323,48.36004,34.28942,1023.916,1524.425,10.44343
1744,2018-06-15 16:33:04.736226,21.30483,48.35877,34.28713,1023.914,1524.427,10.44316
1745,2018-06-15 16:33:05.750169,21.31287,48.36004,34.2817,1023.908,1524.442,10.44343
1746,2018-06-15 16:33:06.765101,21.30323,48.35877,34.28842,1023.916,1524.424,10.44316
1747,2018-06-15 16:33:07.780114,21.30965,48.35877,34.28327,1023.91,1524.436,10.44316
1748,2018-06-15 16:33:08.812087,21.30804,48.35877,34.28456,1023.911,1524.433,10.44316
1749,2018-06-15 16:33:09.827100,21.30323,48.35877,34.28842,1023.916,1524.424,10.44316
1750,2018-06-15 16:33:10.842005,21.31126,48.36004,34.283,1023.909,1524.439,10.44343
1751,2018-06-15 16:33:11.856989,21.30804,48.36004,34.28557,1023.912,1524.434,10.44343
1752,2018-06-15 16:33:12.870967,21.30804,48.36004,34.28557,1023.912,1524.434,10.44343
1753,2018-06-15 16:33:13.885861,21.30483,48.36004,34.28814,1023.915,1524.428,10.44343
1754,2018-06-15 16:33:14.919939,21.30162,48.36004,34.29071,1023.918,1524.422,10.44343
1755,2018-06-15 16:33:15.953868,21.30323,48.36004,34.28942,1023.916,1524.425,10.44343
1756,2018-06-15 16:33:16.988865,21.30162,48.36004,34.29071,1023.918,1524.422,10.44343
1757,2018-06-15 16:33:18.021869,21.31287,48.36004,34.2817,1023.908,1524.442,10.44343
1758,2018-06-15 16:33:19.056870,21.30483,48.36004,34.28814,1023.915,1524.428,10.44343
1759,2018-06-15 16:33:20.071663,21.31126,48.36004,34.283,1023.909,1524.439,10.44343
1760,2018-06-15 16:33:21.082723,21.31126,48.36004,34.283,1023.909,1524.439,10.44343
1761,2018-06-15 16:33:22.115662,21.31126,48.36004,34.283,1023.909,1524.439,10.44343
1762,2018-06-15 16:33:23.130735,21.31287,48.36004,34.2817,1023.908,1524.442,10.44343
1763,2018-06-15 16:33:24.164690,21.30483,48.36004,34.28814,1023.915,1524.428,10.44343
1764,2018-06-15 16:33:25.198641,21.30965,48.36004,34.28428,1023.911,1524.437,10.44343
1765,2018-06-15 16:33:26.231648,21.30965,48.36004,34.28428,1023.911,1524.437,10.44343
1766,2018-06-15 16:33:27.246570,21.30483,48.36004,34.28814,1023.915,1524.428,10.44343
1767,2018-06-15 16:33:28.280605,21.30323,48.36004,34.28942,1023.916,1524.425,10.44343
1768,2018-06-15 16:33:29.314447,21.31447,48.36004,34.28043,1023.906,1524.445,10.44343
1769,2018-06-15 16:33:30.325414,21.30644,48.36004,34.28686,1023.913,1524.431,10.44343
1770,2018-06-15 16:33:31.360489,21.31287,48.36004,34.2817,1023.908,1524.442,10.44343
1771,2018-06-15 16:33:32.394519,21.30644,48.36004,34.28686,1023.913,1524.431,10.44343
1772,2018-06-15 16:33:33.428462,21.31447,48.36004,34.28043,1023.906,1524.445,10.44343
1773,2018-06-15 16:33:34.445485,21.30162,48.36004,34.29071,1023.918,1524.422,10.44343
1774,2018-06-15 16:33:35.480434,21.31287,48.36131,34.28271,1023.908,1524.443,10.4437
1775,2018-06-15 16:33:36.514302,21.30965,48.36004,34.28428,1023.911,1524.437,10.44343
1776,2018-06-15 16:33:37.526378,21.30804,48.36004,34.28557,1023.912,1524.434,10.44343
1777,2018-06-15 16:33:38.559244,21.30323,48.36004,34.28942,1023.916,1524.425,10.44343
1778,2018-06-15 16:33:39.595306,21.30644,48.36004,34.28686,1023.913,1524.431,10.44343
1779,2018-06-15 16:33:40.610291,21.30483,48.36132,34.28916,1023.916,1524.429,10.44371
1780,2018-06-15 16:33:41.643226,21.30323,48.36004,34.28942,1023.916,1524.425,10.44343
1781,2018-06-15 16:33:42.676258,21.30323,48.36004,34.28942,1023.916,1524.425,10.44343
1782,2018-06-15 16:33:43.690224,21.30804,48.36004,34.28557,1023.912,1524.434,10.44343
1783,2018-06-15 16:33:44.723205,21.30965,48.36004,34.28428,1023.911,1524.437,10.44343
1784,2018-06-15 16:33:45.759046,21.30804,48.36132,34.28659,1023.913,1524.435,10.44371
1785,2018-06-15 16:33:46.791048,21.30804,48.36132,34.28659,1023.913,1524.435,10.44371
1786,2018-06-15 16:33:47.825166,21.30965,48.36132,34.2853,1023.911,1524.438,10.44371
1787,2018-06-15 16:33:48.859026,21.30804,48.36004,34.28557,1023.912,1524.434,10.44343
1788,2018-06-15 16:33:49.898007,21.30804,48.36132,34.28659,1023.913,1524.435,10.44371
1789,2018-06-15 16:33:50.931986,21.30323,48.36132,34.29044,1023.917,1524.426,10.44371
1790,2018-06-15 16:33:51.966010,21.30965,48.36132,34.2853,1023.911,1524.438,10.44371
1791,2018-06-15 16:33:52.987988,21.31126,48.36131,34.284,1023.91,1524.441,10.4437
1792,2018-06-15 16:33:54.021934,21.30644,48.36132,34.28788,1023.914,1524.432,10.44371
1793,2018-06-15 16:33:55.051896,21.30965,48.36004,34.28428,1023.911,1524.437,10.44343
1794,2018-06-15 16:33:56.065761,21.30162,48.36004,34.29071,1023.918,1524.422,10.44343
1795,2018-06-15 16:33:57.076736,21.31287,48.36131,34.28271,1023.908,1524.443,10.4437
1796,2018-06-15 16:33:58.087838,21.30965,48.36004,34.28428,1023.911,1524.437,10.44343
1797,2018-06-15 16:33:59.120814,21.30644,48.36004,34.28686,1023.913,1524.431,10.44343
1798,2018-06-15 16:34:00.153790,21.30644,48.36132,34.28788,1023.914,1524.432,10.44371
1799,2018-06-15 16:34:01.187643,21.30644,48.36132,34.28788,1023.914,1524.432,10.44371
1800,2018-06-15 16:34:02.198641,21.31447,48.36131,34.28144,1023.907,1524.446,10.4437
1801,2018-06-15 16:34:03.212644,21.31447,48.36004,34.28043,1023.906,1524.445,10.44343
1802,2018-06-15 16:34:04.244650,21.31447,48.36131,34.28144,1023.907,1524.446,10.4437
1803,2018-06-15 16:34:05.258555,21.31447,48.36131,34.28144,1023.907,1524.446,10.4437
1804,2018-06-15 16:34:06.275562,21.31287,48.36131,34.28271,1023.908,1524.443,10.4437
1805,2018-06-15 16:34:07.306659,21.30483,48.36132,34.28916,1023.916,1524.429,10.44371
1806,2018-06-15 16:34:08.339607,21.30965,48.36132,34.2853,1023.911,1524.438,10.44371
1807,2018-06-15 16:34:09.354519,21.31126,48.36131,34.284,1023.91,1524.441,10.4437
1808,2018-06-15 16:34:10.392552,21.30644,48.36132,34.28788,1023.914,1524.432,10.44371
1809,2018-06-15 16:34:11.424471,21.31609,48.36131,34.28015,1023.906,1524.449,10.4437
1810,2018-06-15 16:34:12.459518,21.30644,48.36132,34.28788,1023.914,1524.432,10.44371
1811,2018-06-15 16:34:13.495456,21.30965,48.36132,34.2853,1023.911,1524.438,10.44371
1812,2018-06-15 16:34:14.526438,21.30804,48.36132,34.28659,1023.913,1524.435,10.44371
1813,2018-06-15 16:34:15.558442,21.30965,48.36132,34.2853,1023.911,1524.438,10.44371
1814,2018-06-15 16:34:16.579363,21.31126,48.36131,34.284,1023.91,1524.441,10.4437
1815,2018-06-15 16:34:17.612345,21.30162,48.36132,34.29173,1023.918,1524.423,10.44371
1816,2018-06-15 16:34:18.647366,21.31287,48.36131,34.28271,1023.908,1524.443,10.4437
1817,2018-06-15 16:34:19.678301,21.30162,48.36132,34.29173,1023.918,1524.423,10.44371
1818,2018-06-15 16:34:20.712277,21.31287,48.36131,34.28271,1023.908,1524.443,10.4437
1819,2018-06-15 16:34:21.727201,21.31609,48.36131,34.28015,1023.906,1524.449,10.4437
1820,2018-06-15 16:34:22.746114,21.31126,48.36131,34.284,1023.91,1524.441,10.4437
1821,2018-06-15 16:34:23.774222,21.30323,48.36259,34.29145,1023.918,1524.427,10.44398
1822,2018-06-15 16:34:24.813176,21.30323,48.36132,34.29044,1023.917,1524.426,10.44371
1823,2018-06-15 16:34:25.850153,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1824,2018-06-15 16:34:26.886096,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1825,2018-06-15 16:34:27.920109,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1826,2018-06-15 16:34:28.936100,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1827,2018-06-15 16:34:29.977921,21.31126,48.36259,34.28503,1023.911,1524.442,10.44398
1828,2018-06-15 16:34:31.010939,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1829,2018-06-15 16:34:32.044016,21.31609,48.36131,34.28015,1023.906,1524.449,10.4437
1830,2018-06-15 16:34:33.058018,21.31447,48.36259,34.28246,1023.908,1524.448,10.44398
1831,2018-06-15 16:34:34.092974,21.31609,48.36259,34.28116,1023.906,1524.45,10.44398
1832,2018-06-15 16:34:35.128813,21.31287,48.36259,34.28374,1023.909,1524.445,10.44398
1833,2018-06-15 16:34:36.153890,21.30644,48.36259,34.28888,1023.915,1524.433,10.44398
1834,2018-06-15 16:34:37.187824,21.30965,48.36259,34.28631,1023.912,1524.439,10.44398
1835,2018-06-15 16:34:38.201793,21.30323,48.36259,34.29145,1023.918,1524.427,10.44398
1836,2018-06-15 16:34:39.216809,21.31126,48.36259,34.28503,1023.911,1524.442,10.44398
1837,2018-06-15 16:34:40.232770,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1838,2018-06-15 16:34:41.264672,21.31447,48.36259,34.28246,1023.908,1524.448,10.44398
1839,2018-06-15 16:34:42.299698,21.31609,48.36259,34.28116,1023.906,1524.45,10.44398
1840,2018-06-15 16:34:43.313637,21.31287,48.36259,34.28374,1023.909,1524.445,10.44398
1841,2018-06-15 16:34:44.328630,21.30323,48.36259,34.29145,1023.918,1524.427,10.44398
1842,2018-06-15 16:34:45.339643,21.31609,48.36259,34.28116,1023.906,1524.45,10.44398
1843,2018-06-15 16:34:46.362616,21.30323,48.36386,34.29247,1023.919,1524.428,10.44426
1844,2018-06-15 16:34:47.378562,21.31447,48.36259,34.28246,1023.908,1524.448,10.44398
1845,2018-06-15 16:34:48.393537,21.30644,48.36259,34.28888,1023.915,1524.433,10.44398
1846,2018-06-15 16:34:49.426549,21.31447,48.36386,34.28347,1023.909,1524.449,10.44425
1847,2018-06-15 16:34:50.458880,21.30323,48.36259,34.29145,1023.918,1524.427,10.44398
1848,2018-06-15 16:34:51.492600,21.30965,48.36386,34.28732,1023.913,1524.44,10.44426
1849,2018-06-15 16:34:52.526425,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1850,2018-06-15 16:34:53.537391,21.30644,48.36259,34.28888,1023.915,1524.433,10.44398
1851,2018-06-15 16:34:54.548356,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1852,2018-06-15 16:34:55.583628,21.30644,48.36386,34.28989,1023.916,1524.434,10.44426
1853,2018-06-15 16:34:56.606319,21.31447,48.36259,34.28246,1023.908,1524.448,10.44398
1854,2018-06-15 16:34:57.617293,21.30644,48.36259,34.28888,1023.915,1524.433,10.44398
1855,2018-06-15 16:34:58.633353,21.30483,48.36386,34.29118,1023.917,1524.431,10.44426
1856,2018-06-15 16:34:59.671375,21.30644,48.36386,34.28989,1023.916,1524.434,10.44426
1857,2018-06-15 16:35:00.706343,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1858,2018-06-15 16:35:01.726183,21.30965,48.36386,34.28732,1023.913,1524.44,10.44426
1859,2018-06-15 16:35:02.761145,21.31609,48.36386,34.28218,1023.907,1524.451,10.44425
1860,2018-06-15 16:35:03.796223,21.31126,48.36386,34.28604,1023.911,1524.443,10.44426
