Scan,Time,Temperature[°C],Condutivity[mS/cm],Salinity[PSU],Density[kg/m3],Sound Speed[m/s],Conductance[S]
4956,2018-06-15 15:04:47.216091,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
4957,2018-06-15 15:04:48.225133,21.11037,40.24465,28.05465,1019.233,1517.012,28.05465
4958,2018-06-15 15:04:49.255241,21.09911,40.24593,28.063,1019.242,1516.99,28.063
4959,2018-06-15 15:04:50.283206,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4960,2018-06-15 15:04:51.292175,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4961,2018-06-15 15:04:52.323013,21.10875,40.24465,28.05572,1019.234,1517.008,28.05572
4962,2018-06-15 15:04:53.346129,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
4963,2018-06-15 15:04:54.373101,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4964,2018-06-15 15:04:55.398963,21.11037,40.24465,28.05465,1019.233,1517.012,28.05465
4965,2018-06-15 15:04:56.409912,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4966,2018-06-15 15:04:57.420942,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4967,2018-06-15 15:04:58.440903,21.10072,40.24593,28.06195,1019.241,1516.993,28.06195
4968,2018-06-15 15:04:59.466878,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
4969,2018-06-15 15:05:00.495982,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4970,2018-06-15 15:05:01.522862,21.09911,40.24593,28.063,1019.242,1516.99,28.063
4971,2018-06-15 15:05:02.531935,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4972,2018-06-15 15:05:03.544820,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4973,2018-06-15 15:05:04.571791,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4974,2018-06-15 15:05:05.584716,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4975,2018-06-15 15:05:06.613898,21.11518,40.24593,28.0525,1019.23,1517.022,28.0525
4976,2018-06-15 15:05:07.640737,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4977,2018-06-15 15:05:08.662675,21.0975,40.24593,28.06406,1019.244,1516.987,28.06406
4978,2018-06-15 15:05:09.689718,21.10072,40.24593,28.06195,1019.241,1516.993,28.06195
4979,2018-06-15 15:05:10.716666,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4980,2018-06-15 15:05:11.743653,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4981,2018-06-15 15:05:12.769522,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4982,2018-06-15 15:05:13.782435,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4983,2018-06-15 15:05:14.791466,21.10393,40.24593,28.05985,1019.239,1517.0,28.05985
4984,2018-06-15 15:05:15.800556,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4985,2018-06-15 15:05:16.828487,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
4986,2018-06-15 15:05:17.841421,21.11197,40.24465,28.0536,1019.232,1517.015,28.0536
4987,2018-06-15 15:05:18.868364,21.10393,40.24593,28.05985,1019.239,1517.0,28.05985
4988,2018-06-15 15:05:19.882370,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4989,2018-06-15 15:05:20.895424,21.11197,40.24593,28.0546,1019.233,1517.016,28.0546
4990,2018-06-15 15:05:21.907341,21.09911,40.24593,28.063,1019.242,1516.99,28.063
4991,2018-06-15 15:05:22.935309,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4992,2018-06-15 15:05:23.962280,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4993,2018-06-15 15:05:24.990320,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4994,2018-06-15 15:05:26.026143,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
4995,2018-06-15 15:05:27.036194,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4996,2018-06-15 15:05:28.063243,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4997,2018-06-15 15:05:29.091139,21.11197,40.24593,28.0546,1019.233,1517.016,28.0546
4998,2018-06-15 15:05:30.117165,21.11197,40.24593,28.0546,1019.233,1517.016,28.0546
4999,2018-06-15 15:05:31.131141,21.10072,40.24593,28.06195,1019.241,1516.993,28.06195
5000,2018-06-15 15:05:32.144090,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
5001,2018-06-15 15:05:33.167119,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
5002,2018-06-15 15:05:34.194091,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
5003,2018-06-15 15:05:35.220997,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
5004,2018-06-15 15:05:36.248003,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
5005,2018-06-15 15:05:37.275974,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
5006,2018-06-15 15:05:38.302912,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
5007,2018-06-15 15:05:39.329824,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
5008,2018-06-15 15:05:40.357891,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
5009,2018-06-15 15:05:41.385758,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
5010,2018-06-15 15:05:42.414871,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
5011,2018-06-15 15:05:43.442818,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
5012,2018-06-15 15:05:44.469736,21.11197,40.24593,28.0546,1019.233,1517.016,28.0546
5013,2018-06-15 15:05:45.497745,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
5014,2018-06-15 15:05:46.524741,21.10393,40.24593,28.05985,1019.239,1517.0,28.05985
5015,2018-06-15 15:05:47.552653,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
5016,2018-06-15 15:05:48.579580,21.10715,40.24848,28.05973,1019.238,1517.008,28.05973
5017,2018-06-15 15:05:49.606596,21.11037,40.24848,28.05762,1019.235,1517.015,28.05762
5018,2018-06-15 15:05:50.637486,21.11037,40.24848,28.05762,1019.235,1517.015,28.05762
5019,2018-06-15 15:05:51.681617,21.10875,40.24848,28.05868,1019.237,1517.012,28.05868
5020,2018-06-15 15:05:52.698505,21.11197,40.24848,28.05657,1019.234,1517.018,28.05657
5021,2018-06-15 15:05:53.727505,21.11197,40.24848,28.05657,1019.234,1517.018,28.05657
5022,2018-06-15 15:05:54.756567,21.11358,40.24848,28.05552,1019.233,1517.021,28.05552
5023,2018-06-15 15:05:55.787516,21.10554,40.2472,28.0598,1019.238,1517.004,28.0598
5024,2018-06-15 15:05:56.816387,21.11197,40.24848,28.05657,1019.234,1517.018,28.05657
5025,2018-06-15 15:05:57.843325,21.10393,40.24848,28.06183,1019.24,1517.002,28.06183
5026,2018-06-15 15:05:58.872387,21.10875,40.24848,28.05868,1019.237,1517.012,28.05868
5027,2018-06-15 15:05:59.901411,21.11197,40.24848,28.05657,1019.234,1517.018,28.05657
5028,2018-06-15 15:06:00.916382,21.09911,40.24848,28.06499,1019.244,1516.992,28.06499
5029,2018-06-15 15:06:01.942317,21.10715,40.24848,28.05973,1019.238,1517.008,28.05973
5030,2018-06-15 15:06:02.969263,21.11037,40.24848,28.05762,1019.235,1517.015,28.05762
5031,2018-06-15 15:06:03.996315,21.10554,40.24848,28.06078,1019.239,1517.005,28.06078
5032,2018-06-15 15:06:05.009244,21.11518,40.24848,28.05447,1019.232,1517.025,28.05447
5033,2018-06-15 15:06:06.037241,21.10232,40.24848,28.06289,1019.241,1516.999,28.06289
5034,2018-06-15 15:06:07.064239,21.10875,40.2472,28.05769,1019.236,1517.01,28.05769
5035,2018-06-15 15:06:08.091175,21.10072,40.24848,28.06394,1019.243,1516.995,28.06394
5036,2018-06-15 15:06:09.104124,21.10715,40.24848,28.05973,1019.238,1517.008,28.05973
5037,2018-06-15 15:06:10.131111,21.10393,40.24976,28.06283,1019.241,1517.003,28.06283
5038,2018-06-15 15:06:11.157138,21.11037,40.24848,28.05762,1019.235,1517.015,28.05762
5039,2018-06-15 15:06:12.184110,21.0975,40.24976,28.06703,1019.246,1516.99,28.06703
5040,2018-06-15 15:06:13.211012,21.10715,40.24848,28.05973,1019.238,1517.008,28.05973
5041,2018-06-15 15:06:14.237052,21.11037,40.24848,28.05762,1019.235,1517.015,28.05762
5042,2018-06-15 15:06:15.267869,21.11358,40.24848,28.05552,1019.233,1517.021,28.05552
5043,2018-06-15 15:06:16.276964,21.11518,40.24848,28.05447,1019.232,1517.025,28.05447
5044,2018-06-15 15:06:17.306860,21.11197,40.24848,28.05657,1019.234,1517.018,28.05657
5045,2018-06-15 15:06:18.317756,21.10393,40.24848,28.06183,1019.24,1517.002,28.06183
5046,2018-06-15 15:06:19.327798,21.10232,40.24848,28.06289,1019.241,1516.999,28.06289
5047,2018-06-15 15:06:20.336894,21.10875,40.24848,28.05868,1019.237,1517.012,28.05868
5048,2018-06-15 15:06:21.364836,21.10875,40.24848,28.05868,1019.237,1517.012,28.05868
5049,2018-06-15 15:06:22.391753,21.10232,40.24848,28.06289,1019.241,1516.999,28.06289
5050,2018-06-15 15:06:23.419835,21.10715,40.24848,28.05973,1019.238,1517.008,28.05973
5051,2018-06-15 15:06:24.432712,21.10072,40.24848,28.06394,1019.243,1516.995,28.06394
5052,2018-06-15 15:06:25.460674,21.10715,40.24976,28.06072,1019.239,1517.01,28.06072
5053,2018-06-15 15:06:26.488739,21.11197,40.24976,28.05757,1019.235,1517.019,28.05757
5054,2018-06-15 15:06:27.515607,21.10554,40.24976,28.06177,1019.24,1517.006,28.06177
5055,2018-06-15 15:06:28.524580,21.09911,40.24848,28.06499,1019.244,1516.992,28.06499
5056,2018-06-15 15:06:29.533702,21.10875,40.24976,28.05968,1019.237,1517.013,28.05968
5057,2018-06-15 15:06:30.543550,21.10393,40.24848,28.06183,1019.24,1517.002,28.06183
5058,2018-06-15 15:06:31.570457,21.10554,40.24976,28.06177,1019.24,1517.006,28.06177
5059,2018-06-15 15:06:32.579445,21.11358,40.24848,28.05552,1019.233,1517.021,28.05552
5060,2018-06-15 15:06:33.588444,21.10875,40.24848,28.05868,1019.237,1517.012,28.05868
5061,2018-06-15 15:06:34.598546,21.11037,40.24848,28.05762,1019.235,1517.015,28.05762
5062,2018-06-15 15:06:35.624538,21.0959,40.24848,28.06709,1019.246,1516.986,28.06709
5063,2018-06-15 15:06:36.637320,21.10875,40.24848,28.05868,1019.237,1517.012,28.05868
5064,2018-06-15 15:06:37.647587,21.10875,40.24848,28.05868,1019.237,1517.012,28.05868
5065,2018-06-15 15:06:38.674459,21.10554,40.24848,28.06078,1019.239,1517.005,28.06078
5066,2018-06-15 15:06:39.701319,21.11197,40.24848,28.05657,1019.234,1517.018,28.05657
5067,2018-06-15 15:06:40.729313,21.10715,40.24848,28.05973,1019.238,1517.008,28.05973
5068,2018-06-15 15:06:41.757337,21.11037,40.24848,28.05762,1019.235,1517.015,28.05762
5069,2018-06-15 15:06:42.784260,21.10393,40.24848,28.06183,1019.24,1517.002,28.06183
5070,2018-06-15 15:06:43.811232,21.11358,40.24976,28.05652,1019.234,1517.022,28.05652
5071,2018-06-15 15:06:44.839275,21.11679,40.24976,28.05442,1019.231,1517.029,28.05442
5072,2018-06-15 15:06:45.867254,21.10875,40.24976,28.05968,1019.237,1517.013,28.05968
5073,2018-06-15 15:06:46.896099,21.10393,40.24976,28.06283,1019.241,1517.003,28.06283
5074,2018-06-15 15:06:47.923058,21.11037,40.24976,28.05861,1019.236,1517.016,28.05861
5075,2018-06-15 15:06:48.950115,21.10554,40.24848,28.06078,1019.239,1517.005,28.06078
5076,2018-06-15 15:06:49.977109,21.10715,40.24976,28.06072,1019.239,1517.01,28.06072
5077,2018-06-15 15:06:50.987065,21.11358,40.24976,28.05652,1019.234,1517.022,28.05652
5078,2018-06-15 15:06:52.001024,21.10554,40.24976,28.06177,1019.24,1517.006,28.06177
5079,2018-06-15 15:06:53.028093,21.11197,40.24848,28.05657,1019.234,1517.018,28.05657
5080,2018-06-15 15:06:54.054030,21.11037,40.25743,28.06456,1019.241,1517.022,28.06456
5081,2018-06-15 15:06:55.082019,21.10232,40.25998,28.07181,1019.248,1517.009,28.07181
5082,2018-06-15 15:06:56.110002,21.10715,40.25871,28.06767,1019.244,1517.017,28.06767
5083,2018-06-15 15:06:57.138906,21.10875,40.25871,28.06661,1019.243,1517.02,28.06661
5084,2018-06-15 15:06:58.166878,21.10393,40.25871,28.06977,1019.246,1517.011,28.06977
5085,2018-06-15 15:06:59.193776,21.10715,40.25871,28.06767,1019.244,1517.017,28.06767
5086,2018-06-15 15:07:00.221751,21.11197,40.25871,28.06451,1019.24,1517.027,28.06451
5087,2018-06-15 15:07:01.237805,21.10393,40.25871,28.06977,1019.246,1517.011,28.06977
5088,2018-06-15 15:07:02.264811,21.11037,40.25871,28.06555,1019.241,1517.024,28.06555
5089,2018-06-15 15:07:03.291635,21.10875,40.25871,28.06661,1019.243,1517.02,28.06661
5090,2018-06-15 15:07:04.319851,21.10554,40.25871,28.06871,1019.245,1517.014,28.06871
5091,2018-06-15 15:07:05.352694,21.10393,40.25871,28.06977,1019.246,1517.011,28.06977
5092,2018-06-15 15:07:06.381740,21.11197,40.25871,28.06451,1019.24,1517.027,28.06451
5093,2018-06-15 15:07:07.410702,21.11197,40.25871,28.06451,1019.24,1517.027,28.06451
5094,2018-06-15 15:07:08.438706,21.11358,40.26509,28.0684,1019.243,1517.036,28.0684
5095,2018-06-15 15:07:09.466558,21.10554,40.26381,28.07268,1019.248,1517.018,28.07268
5096,2018-06-15 15:07:10.494613,21.10554,40.26509,28.07367,1019.249,1517.019,28.07367
5097,2018-06-15 15:07:11.522572,21.10554,40.26509,28.07367,1019.249,1517.019,28.07367
5098,2018-06-15 15:07:12.551648,21.10393,40.26381,28.07373,1019.249,1517.015,28.07373
5099,2018-06-15 15:07:13.580444,21.10715,40.26254,28.07063,1019.246,1517.021,28.07063
5100,2018-06-15 15:07:14.589465,21.10715,40.26509,28.07262,1019.248,1517.023,28.07262
5101,2018-06-15 15:07:15.616537,21.10232,40.26509,28.07577,1019.251,1517.013,28.07577
5102,2018-06-15 15:07:16.644445,21.11358,40.26381,28.06742,1019.242,1517.035,28.06742
5103,2018-06-15 15:07:17.653588,21.10875,40.26509,28.07157,1019.246,1517.026,28.07157
5104,2018-06-15 15:07:18.682377,21.11518,40.26381,28.06636,1019.241,1517.038,28.06636
5105,2018-06-15 15:07:19.705373,21.11037,40.26381,28.06951,1019.244,1517.028,28.06951
5106,2018-06-15 15:07:20.732349,21.10393,40.26381,28.07373,1019.249,1517.015,28.07373
5107,2018-06-15 15:07:21.760263,21.10393,40.26381,28.07373,1019.249,1517.015,28.07373
5108,2018-06-15 15:07:22.787324,21.10232,40.27787,28.08569,1019.259,1517.024,28.08569
5109,2018-06-15 15:07:23.804341,21.11037,41.09813,28.71754,1019.736,1517.743,28.71754
5110,2018-06-15 15:07:24.836301,21.10875,41.09686,28.71764,1019.736,1517.739,28.71764
5111,2018-06-15 15:07:25.870182,21.10715,41.09686,28.71871,1019.738,1517.736,28.71871
5112,2018-06-15 15:07:26.910116,21.10715,41.09557,28.71771,1019.737,1517.735,28.71771
5113,2018-06-15 15:07:27.920171,21.11037,41.11729,28.73245,1019.747,1517.76,28.73245
5114,2018-06-15 15:07:28.947200,21.11037,41.1109,28.72748,1019.743,1517.754,28.72748
5115,2018-06-15 15:07:29.973119,21.11037,41.10452,28.72251,1019.74,1517.749,28.72251
5116,2018-06-15 15:07:31.005100,21.11197,41.11346,28.72839,1019.744,1517.76,28.72839
5117,2018-06-15 15:07:32.032085,21.11197,41.11602,28.73039,1019.745,1517.762,28.73039
5118,2018-06-15 15:07:33.059010,21.11518,41.11602,28.72823,1019.743,1517.768,28.72823
5119,2018-06-15 15:07:34.087004,21.11518,41.11474,28.72724,1019.742,1517.767,28.72724
5120,2018-06-15 15:07:35.113955,21.11518,41.11602,28.72823,1019.743,1517.768,28.72823
5121,2018-06-15 15:07:36.140995,21.10715,41.11602,28.73361,1019.749,1517.752,28.73361
5122,2018-06-15 15:07:37.166949,21.10875,41.11474,28.73155,1019.747,1517.755,28.73155
5123,2018-06-15 15:07:38.193896,21.10875,41.11474,28.73155,1019.747,1517.755,28.73155
5124,2018-06-15 15:07:39.221891,21.11037,41.11602,28.73146,1019.746,1517.759,28.73146
5125,2018-06-15 15:07:40.248791,21.11358,41.11474,28.72831,1019.743,1517.764,28.72831
5126,2018-06-15 15:07:41.257817,21.11518,41.11474,28.72724,1019.742,1517.767,28.72724
5127,2018-06-15 15:07:42.270756,21.11037,41.11474,28.73046,1019.746,1517.758,28.73046
5128,2018-06-15 15:07:43.297652,21.11518,41.11602,28.72823,1019.743,1517.768,28.72823
5129,2018-06-15 15:07:44.307842,21.10875,41.11474,28.73155,1019.747,1517.755,28.73155
5130,2018-06-15 15:07:45.335709,21.10232,41.11474,28.73586,1019.752,1517.742,28.73586
5131,2018-06-15 15:07:46.363712,21.10232,41.11474,28.73586,1019.752,1517.742,28.73586
5132,2018-06-15 15:07:47.391615,21.10875,41.11602,28.73254,1019.748,1517.756,28.73254
5133,2018-06-15 15:07:48.420684,21.10875,41.11602,28.73254,1019.748,1517.756,28.73254
5134,2018-06-15 15:07:49.447631,21.10875,41.11602,28.73254,1019.748,1517.756,28.73254
5135,2018-06-15 15:07:50.475601,21.11679,41.11602,28.72715,1019.742,1517.772,28.72715
5136,2018-06-15 15:07:51.502565,21.11518,41.11474,28.72724,1019.742,1517.767,28.72724
5137,2018-06-15 15:07:52.529535,21.10715,41.11602,28.73361,1019.749,1517.752,28.73361
5138,2018-06-15 15:07:53.556544,21.10554,41.11602,28.73469,1019.75,1517.749,28.73469
5139,2018-06-15 15:07:54.585480,21.1184,41.11601,28.72607,1019.74,1517.775,28.72607
5140,2018-06-15 15:07:55.612547,21.1184,41.11601,28.72607,1019.74,1517.775,28.72607
5141,2018-06-15 15:07:56.639570,21.11358,41.11602,28.72931,1019.744,1517.765,28.72931
5142,2018-06-15 15:07:57.651383,21.11037,41.11602,28.73146,1019.746,1517.759,28.73146
5143,2018-06-15 15:07:58.679335,21.10875,41.11602,28.73254,1019.748,1517.756,28.73254
5144,2018-06-15 15:07:59.706385,21.11358,41.11602,28.72931,1019.744,1517.765,28.72931
5145,2018-06-15 15:08:00.734338,21.10554,41.11602,28.73469,1019.75,1517.749,28.73469
5146,2018-06-15 15:08:01.747337,21.11037,41.11602,28.73146,1019.746,1517.759,28.73146
5147,2018-06-15 15:08:02.774327,21.11197,41.11602,28.73039,1019.745,1517.762,28.73039
5148,2018-06-15 15:08:03.801283,21.11358,41.11602,28.72931,1019.744,1517.765,28.72931
5149,2018-06-15 15:08:04.814210,21.11037,41.11602,28.73146,1019.746,1517.759,28.73146
5150,2018-06-15 15:08:05.841130,21.1184,41.11601,28.72607,1019.74,1517.775,28.72607
5151,2018-06-15 15:08:06.854224,21.11518,41.11602,28.72823,1019.743,1517.768,28.72823
5152,2018-06-15 15:08:07.884258,21.11358,41.11602,28.72931,1019.744,1517.765,28.72931
5153,2018-06-15 15:08:08.912131,21.11679,41.11602,28.72715,1019.742,1517.772,28.72715
5154,2018-06-15 15:08:09.941088,21.10875,41.11602,28.73254,1019.748,1517.756,28.73254
5155,2018-06-15 15:08:10.969060,21.11518,41.11729,28.72922,1019.743,1517.77,28.72922
5156,2018-06-15 15:08:11.998030,21.11358,41.11602,28.72931,1019.744,1517.765,28.72931
5157,2018-06-15 15:08:13.026079,21.11518,41.11602,28.72823,1019.743,1517.768,28.72823
5158,2018-06-15 15:08:14.052964,21.10393,41.11474,28.73477,1019.751,1517.745,28.73477
5159,2018-06-15 15:08:15.079986,21.1184,41.14028,28.74495,1019.755,1517.796,28.74495
5160,2018-06-15 15:08:16.106986,21.10875,41.14285,28.75341,1019.764,1517.779,28.75341
5161,2018-06-15 15:08:17.135878,21.10715,41.14157,28.75349,1019.764,1517.774,28.75349
5162,2018-06-15 15:08:18.162913,21.10875,41.16328,28.76932,1019.776,1517.796,28.76932
5163,2018-06-15 15:08:19.190937,21.11358,41.15434,28.75912,1019.767,1517.798,28.75912
5164,2018-06-15 15:08:20.216808,21.11037,41.15306,28.76028,1019.768,1517.791,28.76028
5165,2018-06-15 15:08:21.243802,21.11679,41.15817,28.75995,1019.766,1517.808,28.75995
5166,2018-06-15 15:08:22.271866,21.11197,41.1684,28.77114,1019.776,1517.807,28.77114
5167,2018-06-15 15:08:23.280841,21.10715,41.17862,28.78232,1019.786,1517.806,28.78232
5168,2018-06-15 15:08:24.307824,21.11358,41.17862,28.77802,1019.781,1517.819,28.77802
5169,2018-06-15 15:08:25.334667,21.10715,41.16967,28.77537,1019.781,1517.799,28.77537
5170,2018-06-15 15:08:26.343605,21.10554,41.1684,28.77546,1019.781,1517.794,28.77546
5171,2018-06-15 15:08:27.370717,21.11197,41.16456,28.76815,1019.774,1517.804,28.76815
5172,2018-06-15 15:08:28.383682,21.11197,41.13007,28.74131,1019.754,1517.774,28.74131
5173,2018-06-15 15:08:29.412596,21.10875,41.11474,28.73155,1019.747,1517.755,28.73155
5174,2018-06-15 15:08:30.439487,21.10715,41.1109,28.72964,1019.746,1517.748,28.72964
5175,2018-06-15 15:08:31.449518,21.11679,41.11602,28.72715,1019.742,1517.772,28.72715
5176,2018-06-15 15:08:32.458449,21.11197,41.11602,28.73039,1019.745,1517.762,28.73039
5177,2018-06-15 15:08:33.467538,21.11518,41.11602,28.72823,1019.743,1517.768,28.72823
5178,2018-06-15 15:08:34.494570,21.11358,41.11602,28.72931,1019.744,1517.765,28.72931
5179,2018-06-15 15:08:35.522535,21.10072,41.11602,28.73792,1019.754,1517.74,28.73792
5180,2018-06-15 15:08:36.550492,21.10875,41.11218,28.72956,1019.746,1517.752,28.72956
5181,2018-06-15 15:08:37.578328,21.11358,41.10069,28.71738,1019.735,1517.752,28.71738
5182,2018-06-15 15:08:38.606433,21.12,41.10068,28.71308,1019.73,1517.765,28.71308
5183,2018-06-15 15:08:39.635291,21.11518,41.10196,28.7173,1019.734,1517.756,28.7173
5184,2018-06-15 15:08:40.665231,21.11518,41.10069,28.71631,1019.734,1517.755,28.71631
5185,2018-06-15 15:08:41.692324,21.10875,41.10069,28.72062,1019.739,1517.742,28.72062
5186,2018-06-15 15:08:42.718239,21.10715,41.10068,28.72168,1019.74,1517.739,28.72168
5187,2018-06-15 15:08:43.746258,21.12,41.10196,28.71407,1019.731,1517.766,28.71407
5188,2018-06-15 15:08:44.774289,21.11037,41.10069,28.71953,1019.737,1517.746,28.71953
5189,2018-06-15 15:08:45.801267,21.11197,41.10069,28.71846,1019.736,1517.749,28.71846
5190,2018-06-15 15:08:46.828218,21.10875,41.10196,28.72161,1019.739,1517.744,28.72161
5191,2018-06-15 15:08:47.841085,21.11358,41.10196,28.71837,1019.736,1517.753,28.71837
5192,2018-06-15 15:08:48.870028,21.11679,41.10069,28.71523,1019.733,1517.759,28.71523
5193,2018-06-15 15:08:49.900004,21.11037,41.10196,28.72052,1019.738,1517.747,28.72052
5194,2018-06-15 15:08:50.910108,21.12161,41.10196,28.71299,1019.729,1517.769,28.71299
5195,2018-06-15 15:08:51.939954,21.11358,41.10196,28.71837,1019.736,1517.753,28.71837
5196,2018-06-15 15:08:52.967879,21.11518,41.10196,28.7173,1019.734,1517.756,28.7173
5197,2018-06-15 15:08:53.978034,21.11037,41.10196,28.72052,1019.738,1517.747,28.72052
5198,2018-06-15 15:08:55.005056,21.1184,41.10196,28.71515,1019.732,1517.763,28.71515
